Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time
TGNA,"Tegna Inc",19.79,0.15,+0.76%,19.82,19.47,761816,"15:38 ET"
TIMB,"Tim S.A. ADR",11.24,-0.22,-1.92%,11.385,11.13,178848,"15:36 ET"
TISI,"Team Inc",2.73,-0.01,-0.36%,2.77,2.6501,246178,"15:35 ET"
TKC,"Turkcell Iletisim Hizmetleri As ADR",4.16,-0.04,-0.95%,4.19,4.15,351092,"15:35 ET"
TME,"Tencent Music Entertainment ADR",7.67,0.06,+0.79%,7.73,7.5,6764544,"15:37 ET"
TMUS,"T-Mobile US",117.18,-0.38,-0.32%,118.2,116.13,1944317,"15:37 ET"
TRU,Transunion,116.76,0.98,+0.85%,117.13,115.08,399438,"15:36 ET"
TSQ,"Townsquare Media Llc",13.9995,0.5195,+3.85%,14.4399,13.5,186808,"15:20 ET"
TTEC,"Teletech Hlds",93.36,0.86,+0.93%,93.75,91.71,40823,"15:36 ET"
TU,"Telus Corp",22.49,-0.11,-0.49%,22.61,22.39,624511,"15:37 ET"
TV,"Grupo Televisa S.A. ADR",11.74,-0.24,-2.00%,11.94,11.755,254380,"15:37 ET"
TZOO,"Travelzoo Inc",11.81,0.4,+3.51%,11.97,11.34,61899,"15:24 ET"
UEIC,"Universal Elect IN",46,0.35,+0.77%,46.68,45.445,43297,"15:36 ET"
UGI,"Ugi Corp",44.03,-0.13,-0.29%,44.355,43.71,256289,"15:37 ET"
UI,"Ubiquiti Networks",320.515,1.265,+0.40%,322.29,317.7,16522,"15:21 ET"
UNF,"Unifirst Corp",216,4.01,+1.89%,216.74,211.49,153635,"15:37 ET"
UONEK,"Urban One Inc",6.63,0.06,+0.91%,6.8543,6.51,132716,"15:30 ET"
USM,"United States Cellular Corp",31.05,-0.57,-1.80%,31.66,31.06,60950,"15:33 ET"
UTI,"Universal Technical Institute Inc",6.73,-0.010000000000001,-0.15%,6.76,6.55,22844,"15:31 ET"
UTL,"Unitil Corp",43.39,-0.53,-1.21%,44.48,43.12,39073,"15:33 ET"
UTSI,"Utstarcom Holdings C",1.15,0.02,+1.77%,1.1852,1.12,8062,"15:02 ET"
VCRA,"Vocera Communications Inc",48.88,-0.019999999999996,-0.04%,49.18,48.395,68752,"15:38 ET"
VEON,"Veon Ltd ADR",2.26,-0.03,-1.31%,2.295,2.25,3088185,"15:28 ET"
VG,"Vonage Holdings",16.18,-0.010000000000002,-0.06%,16.28,16.03,743285,"15:36 ET"
VIAC,"Viacom CBS Cl B",38.51,-0.41,-1.05%,39.2294,38.36,9273177,"15:38 ET"
VIACA,"Viacom CBS Cl A",41.17,-0.45,-1.08%,41.81,41.13,21826,"15:33 ET"
VISL,"Vislink Technologies Inc",1.665,-0.0049999999999999,-0.30%,1.72,1.64,950127,"15:22 ET"
VIV,"Telecomunicacoes DE Sao Paulo ADR",8.36,-0.08,-0.95%,8.46,8.29,630353,"15:37 ET"
VOD,"Vodafone Grp Plc ADR",15.23,-0.09,-0.59%,15.25,15.13,3898510,"15:37 ET"
VOLT,"Volt Information Services Inc",3.31,-0.04,-1.19%,3.34,3.28,41510,"15:03 ET"
VSAT,"Viasat Inc",55.06,-0.11,-0.20%,55.36,54.08,152354,"15:37 ET"
VST,"Vistra Energy Corp",19.27,-0.41,-2.08%,19.525,19.26,9527124,"15:38 ET"
VUZI,"Vuzix Corp",9.79,-0.13,-1.31%,9.97,9.65,1110065,"15:38 ET"
VWTR,"Vidler Water Resources Inc",11.01,-0.22,-1.96%,11.2,10.95,91339,"15:29 ET"
VZ,"Verizon Communications Inc",51.9,-0.37,-0.71%,52.32,51.64,12689693,"15:38 ET"
VZIO,"Vizio Holding Corp Cl A",19.52,0.35,+1.83%,19.75,18.75,563403,"15:37 ET"
WATT,"Energous Corp",2,-0.04,-1.96%,2.07,1.99,800883,"15:32 ET"
WEC,"Wisconsin Energy Corp",88.97,-1.1,-1.22%,89.69,88.47,476857,"15:38 ET"
WHR,"Whirlpool Corp",206.35,-0.37,-0.18%,207.115,203.8,251076,"15:38 ET"
WOW,"Wideopenwest Inc",19.63,-0.27,-1.36%,19.93,19.48,116271,"15:38 ET"
WPP,"Wpp Plc ADR",67.61,-0.59,-0.87%,67.86,67.12,63792,"15:32 ET"
WTRG,"Essential Utilities Inc",46.83,-0.65,-1.37%,47.6,46.4001,487281,"15:37 ET"
WTT,"Wireless Telecom Group Inc",1.96,-0.02,-1.01%,2,1.95,12678,"14:40 ET"
WW,"Weight Watchers International Inc",18.45,0.079999999999998,+0.44%,18.595,18.16,747162,"15:37 ET"
XEL,"XCEL Energy Inc",64.64,-1.29,-1.96%,65.49,64.36,1762536,"15:38 ET"
XSPA,"Xpresspa Group Inc",1.385,-0.025,-1.77%,1.41,1.38,752957,"15:36 ET"
YELP,"Yelp Inc",39.67,-0.039999999999999,-0.10%,39.96,39.31,187096,"15:37 ET"
YORW,"York Water Company",46.65,0.51,+1.11%,46.7756,45.3693,14396,"15:35 ET"
ZD,"Ziff Davis Inc",123.74,-0.23,-0.19%,125.63,122.305,161511,"15:37 ET"
ZVO,"Zovio Inc",2.295,-0.055,-2.34%,2.4,2.24,101102,"15:07 ET"
