Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time
RIDE,"Lordstown Motors Corp",5.01,-0.13,-2.53%,5.22,4.96,5460000,2021-10-15
RKLB,"Rocket Lab USA Inc",12.8,-0.77,-5.67%,13.75,12.7,5226000,2021-10-15
RLGT,"Radiant Logistics",6.14,-0.010000000000001,-0.16%,6.36,6.12,221700,2021-10-15
RLX,"Rlx Technology Inc ADR",5.4,0.33,+6.51%,5.53,4.99,8484400,2021-10-15
RMO,"Romeo Power Inc",4.77,-0.08,-1.65%,4.98,4.75,2472200,2021-10-15
RRD,"Donnelley R.R. & Sons Company",6.55,0.08,+1.24%,6.65,6.4162,1276900,2021-10-15
RRGB,"Red Robin Gourmet Burgers Inc",20.68,-0.72,-3.36%,21.94,20.63,245000,2021-10-15
RS,"Reliance Steel & Aluminum Company",147.58,1.32,+0.90%,149.47,147.03,318000,2021-10-15
RSI,"Rush Street Interactive Inc",19.43,-0.45,-2.26%,20.19,19.3,1254400,2021-10-15
RTX,"Raytheon Technologies Corp",90.92,1.75,+1.96%,91.29,89.67,4581600,2021-10-15
RUTH,"Ruth's Hospitality",19.56,-0.65,-3.22%,21.21,19.53,222400,2021-10-15
RYAAY,"Ryanair Hlds Plc ADR",117.74,0.77,+0.66%,120.26,117.64,266600,2021-10-15
RYI,"Ryerson Holding Corp",22.98,0.42,+1.86%,23.9599,22.95,128100,2021-10-15
SAFM,"Sanderson Farms IN",186.7,-1.3,-0.69%,189.28,186.31,274600,2021-10-15
SAIA,"Saia Inc",261.56,8.31,+3.28%,264.42,256.33,285600,2021-10-15
SAVE,"Spirit Airlines Inc",24.01,-0.48,-1.96%,25.24,23.98,6297000,2021-10-15
SB,"Safe Bulkers Inc",4.61,0.010000000000001,+0.22%,4.74,4.6001,1188200,2021-10-15
SBLK,"Star Bulk Carriers",22.07,0.39,+1.80%,22.47,21.54,1565100,2021-10-15
SBUX,"Starbucks Corp",111.45,-0.42,-0.38%,112.92,110.95,5860800,2021-10-15
SCHL,"Scholastic Cp",35.57,-0.69,-1.90%,36.8,35.52,107600,2021-10-15
SEAS,"Seaworld Entertainment Inc Company",59.23,0.16,+0.27%,60.93,59.2,666800,2021-10-15
SFL,"Ship Finance International",8.2,0.0099999999999998,+0.12%,8.41,8.19,815600,2021-10-15
SHAK,"Shake Shack Inc",75.43,-1.34,-1.75%,77.97,75.11,491000,2021-10-15
SHYF,"The Shyft Group Inc",37.03,-1.66,-4.29%,39.44,36.85,441600,2021-10-15
SINO,"Sino-Global Shipping",2.73,0.22,+8.76%,2.87,2.45,1675100,2021-10-15
SIX,"Six Flags Entertainment Corp",43.7,-0.15,-0.34%,45.2,43.68,497100,2021-10-15
SKYW,"Skywest Inc",49.42,-0.71,-1.42%,51.8,49.38,306000,2021-10-15
SMG,"Scotts Miracle-Gro Company",148.35,-0.23000000000002,-0.15%,150.79,147.72,275900,2021-10-15
SMHI,"Seacor Marine Holdings Inc",5.38,0.06,+1.13%,5.475,5.21,112900,2021-10-15
SMP,"Standard Motor Products",47.71,-0.72,-1.49%,49.18,47.59,119200,2021-10-15
SNCY,"Sun Country Airlines Holdings Inc",31.3,-2.47,-7.31%,32.94,31.01,5746900,2021-10-15
SNDR,"Schneider National Inc",23.73,0.47,+2.02%,24.12,23.41,869000,2021-10-15
SOLO,"Electrameccanica Vehs Corp",3.37,-0.08,-2.32%,3.52,3.36,2606400,2021-10-15
SP,"SP Plus Corp",29.82,-0.29,-0.96%,31.01,29.76,80900,2021-10-15
SPCE,"Virgin Galactic Holdings Inc",20.01,-4.05,-16.83%,21.3198,19.87,59068600,2021-10-15
SPR,"Spirit Aerosystems Holdings",44.2,0.030000000000001,+0.07%,45.03,43.64,2274200,2021-10-15
SRI,"Stoneridge Inc",21.11,-0.030000000000001,-0.14%,22.09,21.07,241800,2021-10-15
STKL,"Sunopta Inc",8.16,-0.27,-3.20%,8.53,8.07,1197100,2021-10-15
STKS,"The One Group",13.74,0.15,+1.10%,14.49,13.63,233800,2021-10-15
STLA,"Stellantis N.V.",19.98,0.15,+0.76%,20.06,19.84,2309100,2021-10-15
STNG,"Scorpio Tankers Inc",16.61,-0.15,-0.89%,17.57,16.55,1383300,2021-10-15
SUP,"Superior Industries International",6.33,0.02,+0.32%,6.44,6.265,59400,2021-10-15
TACO,"Del Taco Rest",8.67,-0.71,-7.57%,9.24,8.64,894300,2021-10-15
TAST,"Carrols Rstrnt Group",3.71,-0.05,-1.33%,3.8,3.7,398700,2021-10-15
TDG,"Transdigm Group Inc",639.47,3.73,+0.59%,644.24,639.26,257800,2021-10-15
TDW,"Tidewater Inc",12.49,-0.07,-0.56%,12.895,12.49,146600,2021-10-15
TDY,"Teledyne Technologies Inc",429.39,1.21,+0.28%,430.75,425.78,336200,2021-10-15
TEN,"Tenneco Automotive",14.52,0,0.00%,15.04,14.5,524100,2021-10-15
TFII,"Tfi International Inc",110.19,1.19,+1.09%,110.34,107.63,143800,2021-10-15
TGH,"Textainer Group Holdings",37.03,0.17,+0.46%,38.84,36.9294,1181500,2021-10-15
TGI,"Triumph Group",20.19,0.66,+3.38%,20.52,20.01,524500,2021-10-15
TGP,"Teekay Lng Partners LP",17.13,-0.02,-0.12%,17.15,17.13,546900,2021-10-15
THO,"Thor Industries",108.05,-3.17,-2.85%,112.75,107.87,1314100,2021-10-15
THRM,"Gentherm Inc",86.79,-1.04,-1.18%,89.41,86.68,154500,2021-10-15
TK,"Teekay Shipping Corp",3.51,0.0099999999999998,+0.29%,3.55,3.48,813300,2021-10-15
TM,"Toyota Motor Corp Ltd Ord ADR",176.27,0.76000000000002,+0.43%,176.45,174.79,203700,2021-10-15
TNK,"Teekay Tankers Ltd",13.37,0.08,+0.60%,13.95,13.34,234300,2021-10-15
TNP,"Tsakos Energy Navigation Ltd",9.4,0.2,+2.17%,9.44,9.25,228900,2021-10-15
TOUR,"Tuniu Corporatio ADR",1.5,-0.04,-2.60%,1.59,1.5,74300,2021-10-15
TRI,"Thomson Reuters Corp",116.46,-0.54000000000001,-0.46%,117.37,116.38,375600,2021-10-15
TRN,"Trinity Industries",29.27,0.38,+1.32%,29.69,29.05,433000,2021-10-15
TRTN,"Triton International Ltd",54.31,-0.55,-1.00%,56.45,54.23,646000,2021-10-15
TSLA,"Tesla Inc",843.03,24.71,+3.02%,843.21,822.35,18924500,2021-10-15
TSN,"Tyson Foods",79.68,-0.019999999999996,-0.03%,80.21,79.56,1413800,2021-10-15
TTM,"Tata Motors Ltd ADR",34.19,0.26,+0.77%,34.53,33.865,4529300,2021-10-15
TXRH,"Texas Roadhouse Inc",89.13,-0.87,-0.97%,92.05,88.91,583100,2021-10-15
TXT,"Textron Inc",73.95,0.78,+1.07%,74.62,73.6728,1273300,2021-10-15
UAL,"United Airlines Holdings Inc",48,0.09,+0.19%,49.29,47.94,8527900,2021-10-15
UAN,"Cvr Partners LP",80.05,-0.42,-0.52%,82.8341,79.29,48400,2021-10-15
UAVS,"Ageagle Aerial Systems Inc",2.81,-0.06,-2.09%,2.9,2.81,1149300,2021-10-15
UHAL,"A M E R C O",723.14,11.1,+1.56%,724.55,716.73,34200,2021-10-15
ULCC,"Frontier Group Holdings Inc",16.26,-0.1,-0.61%,16.67,16.24,180700,2021-10-15
UNP,"Union Pacific Corp",225.16,3.82,+1.73%,225.7,221.94,2747600,2021-10-15
UP,"Wheels Up Experience Inc",7.02,-0.27,-3.70%,7.3363,7.01,1592700,2021-10-15
UPS,"United Parcel Service",193.75,2.33,+1.22%,194.01,190.71,3153500,2021-10-15
USAK,"U S A Truck Inc",17.54,1.08,+6.56%,17.69,16.63,181900,2021-10-15
USDP,"USD Partners LP",6.7,-0.09,-1.33%,6.8,6.7,41200,2021-10-15
USX,"U.S. Xpress Enterprises Inc Cl A",8.93,0.26,+3.00%,9.09,8.6,238500,2021-10-15
UVV,"Universal Corp",49.22,-0.13,-0.26%,50.04,49.19,106000,2021-10-15
VC,"Visteon Corp",110.64,2.34,+2.16%,111.64,108.91,240700,2021-10-15
VGR,"Vector Group Ltd",13.68,-0.18,-1.30%,14.079,13.68,570900,2021-10-15
VLRS,"Controladora Vuela Compaia DE ADR",19.93,-0.26,-1.29%,20.404,19.91,526400,2021-10-15
VNE,"Veoneer Inc",35.16,-0.47000000000001,-1.32%,35.58,34.81,2507500,2021-10-15
VRRM,"Verra Mobility Corp",14.97,0.03,+0.20%,15.25,14.96,965900,2021-10-15
VTOL,"Bristow Group Inc",35.04,-0.030000000000001,-0.09%,36.9017,34.81,77200,2021-10-15
WAB,"Wabtec Corp",92,0.92,+1.01%,92.42,91.42,579100,2021-10-15
WEN,"Wendys Company",22.14,-0.18,-0.81%,22.46,22.1,1746100,2021-10-15
WERN,"Werner Enterprise",44.11,0.21,+0.48%,44.94,43.93,603200,2021-10-15
WGO,"Winnebago Industries",69.99,-0.74000000000001,-1.05%,72.65,69.98,867000,2021-10-15
WING,"Wingstop Inc",171.82,-2.41,-1.38%,177.82,171.05,340900,2021-10-15
WKHS,"Workhorse Grp",6.5,-0.04,-0.61%,6.61,6.38,6325300,2021-10-15
WKSP,"Worksport Ltd",5.93,0.07,+1.19%,6,5.76,145900,2021-10-15
WMG,"Warner Music Group Corp Cl A",47.13,-0.38,-0.80%,47.92,46.86,748700,2021-10-15
WNC,"Wabash National Corp",15.8,0.050000000000001,+0.32%,16.23,15.79,321800,2021-10-15
WWE,"World Wrestling Entertainment",59.49,0.010000000000005,+0.02%,60.15,59.46,355900,2021-10-15
XL,"XL Fleet Corp",5.49,-0.069999999999999,-1.26%,5.69,5.45,1134200,2021-10-15
XPEV,"Xpeng Inc ADR",42.79,3.4,+8.63%,43,40.23,17186000,2021-10-15
XPO,"Xpo Logistics Inc",80.21,2.46,+3.16%,80.93,78.94,1410600,2021-10-15
XXII,"22nd Century Group Inc",2.9,-0.05,-1.69%,3.08,2.88,1461700,2021-10-15
YELL,"Yellow Corp",7.95,0.8,+11.19%,8.06,7.22,1287800,2021-10-15
YETI,"Yeti Holdings Inc",88.13,-1.32,-1.48%,90.2,88.08,561500,2021-10-15
YUM,"Yum! Brands",125.21,0.16,+0.13%,126.86,125.17,1828900,2021-10-15
YUMC,"Yum China Holdings Inc",60.86,1.3,+2.18%,61.1,59.68,2131200,2021-10-15
ZEUS,"Olympic Steel Inc",25.41,0.13,+0.51%,25.87,25.37,64500,2021-10-15
ZEV,"Lightning Emotors Inc",7.88,-0.26,-3.19%,8.1899,7.771,425700,2021-10-15
ZIM,"Zim Integrated Shipping Services Ltd",43.91,0.59999999999999,+1.39%,44.67,42.57,1968000,2021-10-15
ZNH,"China Southern Airlines Company ADR",30.89,0.25,+0.82%,30.89,30.73,9600,2021-10-15
ZTO,"Zto Express Cayman Inc ADR",31.25,-0.050000000000001,-0.16%,31.51,31.13,1897400,2021-10-15
